CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
30920,BNS,64,2,2
30920,IPC,376,3,3
30921,POCSO,4,1,1
30921,POCSO,8,2,2
30922,MV,185,1,1
30922,BNS,64,2,2
30922,POCSO,4,3,3
30923,IPC,447,1,1
30923,MV,185,2,2
30923,IPC,363,3,3
30924,IPC,363,1,1
30924,IPC,498A,2,2
30924,IPC,376,3,3
30925,BNS,305,1,1
30926,IPC,324,1,1
30926,DOWRY,3,2,2
30926,POCSO,4,3,3
30927,BNS,109,1,1
30928,ARMS,27,1,1
30928,BNS,305,2,2
30928,MV,184,3,3
30929,IPC,302,1,1
30929,BNS,109,2,2
30929,BNS,305,3,3
30930,BNS,109,1,1
30931,BNS,318,1,1
30931,BNS,103,2,2
30931,IPC,420,3,3
30932,POCSO,8,1,1
30932,ARMS,27,2,2
30932,IPC,354,3,3
30933,BNS,103,1,1
30933,BNS,318,2,2
30933,IPC,420,3,3
30934,IPC,307,1,1
30935,BNS,305,1,1
30936,NDPS,20,1,1
30936,BNS,64,2,2
30937,POCSO,8,1,1
30938,ARMS,27,1,1
30938,BNS,109,2,2
30938,MV,184,3,3
30939,NDPS,21,1,1
30939,BNS,109,2,2
30940,DOWRY,3,1,1
30940,BNS,103,2,2
30941,IT,66C,1,1
30941,ARMS,27,2,2
30941,IPC,447,3,3
30942,ARMS,25,1,1
30943,ARMS,27,1,1
30944,ARMS,27,1,1
30944,EXCISE,32,2,2
30944,BNS,64,3,3
30945,IPC,307,1,1
30945,SCST,3(1),2,2
30945,IPC,363,3,3
30946,IPC,376,1,1
30946,EXCISE,32,2,2
30946,IPC,363,3,3
30947,ARMS,27,1,1
30947,MV,185,2,2
30947,NDPS,21,3,3
30948,POCSO,8,1,1
30948,MV,185,2,2
30948,IT,66D,3,3
30949,ARMS,25,1,1
30949,IPC,324,2,2
30950,MV,185,1,1
30950,DOWRY,3,2,2
30951,BNS,103,1,1
30951,BNS,305,2,2
30952,POCSO,8,1,1
30953,DOWRY,4,1,1
30954,NDPS,20,1,1
30954,IPC,420,2,2
30954,ARMS,27,3,3
30955,NDPS,21,1,1
30955,IPC,302,2,2
30956,BNS,64,1,1
30956,IPC,302,2,2
30957,BNS,305,1,1
30957,ARMS,25,2,2
30957,IPC,447,3,3
30958,BNS,305,1,1
30959,BNS,103,1,1
30959,IPC,363,2,2
30960,ARMS,27,1,1
30960,IPC,420,2,2
30961,ARMS,25,1,1
30962,DOWRY,3,1,1
30962,IPC,498A,2,2
30962,BNS,318,3,3
30963,ARMS,27,1,1
30963,SCST,3(1),2,2
30963,ARMS,25,3,3
30964,ARMS,27,1,1
30965,ARMS,27,1,1
30966,BNS,64,1,1
30967,BNS,318,1,1
30967,POCSO,4,2,2
30968,NDPS,20,1,1
30968,ARMS,27,2,2
30969,IT,66C,1,1
30969,MV,184,2,2
30969,IT,66D,3,3
30970,IPC,324,1,1
30971,IT,66D,1,1
30971,DOWRY,3,2,2
30971,IPC,392,3,3
30972,EXCISE,32,1,1
30972,BNS,109,2,2
30972,DOWRY,3,3,3
30973,EXCISE,32,1,1
30973,POCSO,4,2,2
30974,BNS,64,1,1
30974,NDPS,20,2,2
30974,SCST,3(1),3,3
30975,BNS,318,1,1
30975,NDPS,21,2,2
30975,POCSO,8,3,3
30976,IPC,447,1,1
30977,IPC,376,1,1
30977,BNS,103,2,2
30978,IPC,392,1,1
30978,IPC,376,2,2
30978,IPC,354,3,3
30979,POCSO,8,1,1
30979,IPC,324,2,2
30979,BNS,103,3,3
30980,IPC,307,1,1
30981,POCSO,8,1,1
30981,IPC,324,2,2
30981,IPC,392,3,3
30982,IPC,376,1,1
30983,NDPS,20,1,1
30983,IPC,376,2,2
30983,IPC,363,3,3
30984,BNS,109,1,1
30984,IPC,324,2,2
30984,NDPS,21,3,3
30985,IPC,324,1,1
30986,IPC,302,1,1
30986,POCSO,4,2,2
30987,IPC,447,1,1
30987,IPC,307,2,2
30988,POCSO,4,1,1
30988,SCST,3(1),2,2
30989,NDPS,21,1,1
30990,IPC,324,1,1
30991,MV,185,1,1
30991,DOWRY,3,2,2
30992,IPC,392,1,1
30992,DOWRY,4,2,2
30993,IPC,447,1,1
30993,MV,184,2,2
30994,IPC,498A,1,1
30994,POCSO,4,2,2
30995,ARMS,27,1,1
30995,MV,184,2,2
30995,POCSO,4,3,3
30996,IT,66C,1,1
30996,SCST,3(1),2,2
30997,IPC,363,1,1
30997,BNS,109,2,2
30997,IPC,302,3,3
30998,IPC,324,1,1
30999,IPC,324,1,1
30999,IPC,376,2,2
30999,BNS,64,3,3
31000,BNS,103,1,1
31000,IPC,420,2,2
31001,NDPS,21,1,1
31002,BNS,109,1,1
31003,BNS,103,1,1
31003,ARMS,25,2,2
31004,IPC,302,1,1
31004,IPC,420,2,2
31005,BNS,305,1,1
31006,IPC,307,1,1
31006,DOWRY,3,2,2
31007,EXCISE,32,1,1
31008,IPC,324,1,1
31008,BNS,103,2,2
31009,BNS,305,1,1
31009,POCSO,8,2,2
31009,POCSO,4,3,3
31010,EXCISE,32,1,1
31010,BNS,318,2,2
31011,ARMS,25,1,1
31012,MV,184,1,1
31012,MV,185,2,2
31013,IPC,498A,1,1
31013,IPC,392,2,2
31014,BNS,305,1,1
31014,DOWRY,3,2,2
31015,IPC,420,1,1
31015,IPC,447,2,2
31015,BNS,109,3,3
31016,MV,185,1,1
31017,NDPS,21,1,1
31018,NDPS,20,1,1
31018,IT,66C,2,2
31018,POCSO,8,3,3
31019,ARMS,27,1,1
31019,IPC,354,2,2
31020,IPC,302,1,1
31020,IPC,324,2,2
31021,BNS,109,1,1
31021,BNS,318,2,2
31022,IPC,363,1,1
31022,IPC,376,2,2
31023,IPC,307,1,1
31023,ARMS,27,2,2
31023,IPC,324,3,3
31024,POCSO,8,1,1
31025,BNS,305,1,1
31025,MV,184,2,2
31026,DOWRY,3,1,1
31026,MV,185,2,2
31027,SCST,3(1),1,1
31027,IPC,498A,2,2
31028,BNS,318,1,1
31028,IPC,376,2,2
31029,POCSO,8,1,1
31030,IPC,392,1,1
31030,IPC,447,2,2
31031,DOWRY,4,1,1
31031,DOWRY,3,2,2
31031,ARMS,25,3,3
31032,IT,66C,1,1
31033,IT,66D,1,1
31033,DOWRY,4,2,2
31034,ARMS,25,1,1
31034,IT,66C,2,2
31034,IT,66D,3,3
31035,POCSO,4,1,1
31036,IPC,420,1,1
31036,IPC,302,2,2
31037,ARMS,27,1,1
31038,IPC,498A,1,1
31038,BNS,318,2,2
31038,IPC,363,3,3
31039,MV,184,1,1
31039,IPC,376,2,2
31040,DOWRY,3,1,1
31041,BNS,305,1,1
31041,NDPS,21,2,2
31042,ARMS,27,1,1
31043,SCST,3(1),1,1
31044,DOWRY,4,1,1
31044,IPC,498A,2,2
31044,BNS,109,3,3
31045,SCST,3(1),1,1
31046,BNS,109,1,1
31046,IT,66C,2,2
31046,ARMS,25,3,3
31047,IPC,420,1,1
31047,IPC,307,2,2
31047,MV,185,3,3
31048,IPC,302,1,1
31049,MV,184,1,1
31049,IT,66D,2,2
31050,BNS,64,1,1
31051,POCSO,4,1,1
31052,DOWRY,4,1,1
31053,POCSO,4,1,1
31053,IPC,302,2,2
31053,IPC,354,3,3
31054,MV,185,1,1
31054,IT,66D,2,2
31055,BNS,305,1,1
31055,BNS,64,2,2
31056,IPC,376,1,1
31056,SCST,3(1),2,2
31056,IPC,363,3,3
31057,IPC,498A,1,1
31057,MV,185,2,2
31057,IPC,302,3,3
31058,IPC,307,1,1
31058,IT,66C,2,2
31059,IPC,354,1,1
31059,ARMS,27,2,2
31060,IPC,324,1,1
31061,IPC,302,1,1
31062,IPC,420,1,1
31063,IT,66C,1,1
31064,IT,66D,1,1
31065,IPC,420,1,1
31065,NDPS,20,2,2
31065,IPC,302,3,3
31066,IPC,447,1,1
31066,DOWRY,4,2,2
31067,BNS,305,1,1
31067,IPC,324,2,2
31068,SCST,3(1),1,1
31068,DOWRY,4,2,2
31069,EXCISE,32,1,1
31070,IT,66D,1,1
31070,IPC,324,2,2
31071,IPC,420,1,1
31071,IPC,324,2,2
31072,BNS,305,1,1
31073,DOWRY,3,1,1
31073,POCSO,8,2,2
31074,MV,185,1,1
31074,IPC,498A,2,2
31075,BNS,109,1,1
31075,IPC,354,2,2
31076,IPC,363,1,1
31076,BNS,103,2,2
31076,BNS,109,3,3
31077,IPC,498A,1,1
31078,MV,184,1,1
31078,POCSO,8,2,2
31079,DOWRY,4,1,1
31079,SCST,3(1),2,2
31079,IPC,324,3,3
31080,EXCISE,32,1,1
31081,IPC,376,1,1
31081,BNS,109,2,2
31082,IT,66C,1,1
31082,SCST,3(1),2,2
31082,IPC,324,3,3
31083,IPC,354,1,1
31083,ARMS,27,2,2
31084,IPC,302,1,1
31084,IPC,324,2,2
31085,MV,185,1,1
31085,BNS,109,2,2
31086,BNS,103,1,1
31086,SCST,3(1),2,2
31086,POCSO,8,3,3
31087,BNS,64,1,1
31087,BNS,318,2,2
31087,DOWRY,4,3,3
31088,IPC,307,1,1
31088,SCST,3(1),2,2
31089,POCSO,4,1,1
31089,EXCISE,32,2,2
31089,POCSO,8,3,3
31090,DOWRY,4,1,1
31090,NDPS,20,2,2
31090,IPC,307,3,3
31091,POCSO,4,1,1
31091,IPC,376,2,2
31092,IPC,307,1,1
31093,MV,184,1,1
31094,IPC,307,1,1
31094,IPC,324,2,2
31094,IPC,354,3,3
31095,IPC,447,1,1
31095,MV,184,2,2
31096,IPC,354,1,1
31096,IPC,307,2,2
31097,ARMS,25,1,1
31097,IPC,363,2,2
31097,BNS,64,3,3
31098,NDPS,21,1,1
31098,MV,184,2,2
31098,BNS,305,3,3
31099,BNS,109,1,1
31099,POCSO,4,2,2
31099,ARMS,27,3,3
31100,ARMS,27,1,1
31100,POCSO,8,2,2
31100,MV,184,3,3
31101,MV,185,1,1
31101,IPC,420,2,2
31102,IPC,302,1,1
31102,BNS,305,2,2
31102,IT,66C,3,3
31103,SCST,3(1),1,1
31104,BNS,64,1,1
31105,IPC,392,1,1
31106,BNS,103,1,1
31106,IPC,498A,2,2
31106,MV,184,3,3
31107,BNS,64,1,1
31107,IPC,392,2,2
31108,ARMS,27,1,1
31109,MV,184,1,1
31109,ARMS,25,2,2
31110,EXCISE,32,1,1
31110,IPC,376,2,2
31110,IPC,302,3,3
31111,MV,184,1,1
31111,ARMS,27,2,2
31111,SCST,3(1),3,3
31112,EXCISE,32,1,1
31113,ARMS,25,1,1
31113,MV,184,2,2
31113,POCSO,8,3,3
31114,IT,66D,1,1
31114,IPC,447,2,2
31115,IPC,354,1,1
31115,IPC,324,2,2
31115,IT,66D,3,3
31116,ARMS,27,1,1
31117,IPC,324,1,1
31117,MV,184,2,2
31118,MV,185,1,1
31118,IPC,376,2,2
31119,IPC,447,1,1
31119,BNS,305,2,2
31119,IPC,363,3,3
31120,IPC,420,1,1
31120,NDPS,20,2,2
31121,IT,66C,1,1
31122,BNS,318,1,1
31123,BNS,103,1,1
31123,ARMS,27,2,2
31124,ARMS,27,1,1
31124,BNS,103,2,2
31124,MV,185,3,3
31125,IPC,376,1,1
31126,BNS,318,1,1
31126,IPC,354,2,2
31126,BNS,109,3,3
31127,IPC,363,1,1
31127,ARMS,27,2,2
31127,IPC,447,3,3
31128,BNS,109,1,1
31128,NDPS,20,2,2
31129,BNS,103,1,1
31130,SCST,3(1),1,1
31131,IPC,498A,1,1
31131,IPC,302,2,2
31132,MV,184,1,1
31133,POCSO,4,1,1
31133,IPC,324,2,2
31133,IPC,354,3,3
31134,POCSO,8,1,1
31134,ARMS,27,2,2
31135,IPC,498A,1,1
31135,IT,66D,2,2
31135,IPC,420,3,3
31136,IPC,392,1,1
31137,BNS,109,1,1
31137,BNS,305,2,2
31138,IPC,354,1,1
31138,BNS,109,2,2
31139,IPC,447,1,1
31139,IPC,498A,2,2
31140,MV,184,1,1
31140,BNS,305,2,2
31140,NDPS,21,3,3
31141,BNS,64,1,1
31141,EXCISE,32,2,2
31141,IPC,363,3,3
31142,POCSO,4,1,1
31142,IPC,324,2,2
31143,POCSO,8,1,1
31143,EXCISE,32,2,2
31144,IPC,376,1,1
31144,NDPS,21,2,2
31145,IPC,420,1,1
31146,IPC,363,1,1
31146,IPC,376,2,2
31146,DOWRY,4,3,3
31147,BNS,305,1,1
31148,BNS,64,1,1
31149,SCST,3(1),1,1
31149,DOWRY,4,2,2
31150,NDPS,21,1,1
31151,ARMS,27,1,1
31152,BNS,109,1,1
31153,SCST,3(1),1,1
31153,IPC,307,2,2
31154,IPC,376,1,1
31154,BNS,103,2,2
31154,IPC,498A,3,3
31155,IPC,307,1,1
31155,ARMS,25,2,2
31155,IPC,363,3,3
31156,IPC,363,1,1
31156,IPC,376,2,2
31156,IPC,420,3,3
31157,NDPS,21,1,1
31157,BNS,305,2,2
31158,DOWRY,4,1,1
31159,POCSO,4,1,1
31160,IPC,392,1,1
31161,ARMS,27,1,1
31162,POCSO,4,1,1
31162,BNS,318,2,2
31162,NDPS,21,3,3
31163,BNS,318,1,1
31163,IPC,392,2,2
31164,IPC,498A,1,1
31165,DOWRY,4,1,1
31165,IT,66D,2,2
31166,IT,66C,1,1
31166,ARMS,25,2,2
31166,IT,66D,3,3
31167,IPC,324,1,1
31167,MV,184,2,2
31168,NDPS,20,1,1
31168,IT,66C,2,2
31168,IPC,447,3,3
31169,BNS,64,1,1
31169,IPC,498A,2,2
31169,BNS,109,3,3
31170,POCSO,4,1,1
31170,IPC,376,2,2
31170,BNS,109,3,3
31171,IPC,447,1,1
31171,IPC,420,2,2
31171,BNS,318,3,3
31172,MV,184,1,1
31172,IPC,392,2,2
31173,IPC,498A,1,1
31173,IPC,447,2,2
31174,POCSO,4,1,1
31174,IPC,354,2,2
31175,IPC,498A,1,1
31176,MV,184,1,1
31177,BNS,109,1,1
31177,IPC,392,2,2
31177,IPC,307,3,3
31178,IPC,307,1,1
31179,IPC,498A,1,1
31180,IPC,376,1,1
31180,ARMS,25,2,2
31180,BNS,318,3,3
31181,BNS,103,1,1
31181,BNS,64,2,2
31182,DOWRY,3,1,1
31182,IPC,324,2,2
31183,IPC,324,1,1
31183,BNS,318,2,2
31184,MV,184,1,1
31185,IPC,324,1,1
31185,BNS,64,2,2
31185,MV,185,3,3
31186,BNS,109,1,1
31186,ARMS,27,2,2
31187,BNS,64,1,1
31187,IPC,324,2,2
31187,DOWRY,4,3,3
31188,DOWRY,4,1,1
31189,MV,185,1,1
31190,IPC,498A,1,1
31191,IPC,392,1,1
31192,DOWRY,4,1,1
31192,MV,184,2,2
31193,IT,66D,1,1
31193,IPC,447,2,2
31194,EXCISE,32,1,1
31195,NDPS,20,1,1
31196,POCSO,8,1,1
31197,IPC,363,1,1
31197,ARMS,27,2,2
31198,NDPS,20,1,1
31199,BNS,64,1,1
31199,SCST,3(1),2,2
31200,IPC,307,1,1
31200,DOWRY,4,2,2
31200,BNS,103,3,3
31201,ARMS,25,1,1
31201,BNS,109,2,2
31202,POCSO,4,1,1
31202,ARMS,25,2,2
31203,MV,184,1,1
31203,BNS,64,2,2
31204,ARMS,27,1,1
31204,BNS,318,2,2
31205,IPC,376,1,1
31205,BNS,318,2,2
31206,BNS,64,1,1
31207,BNS,64,1,1
31207,IPC,376,2,2
31207,IPC,307,3,3
31208,POCSO,4,1,1
31208,DOWRY,4,2,2
31209,POCSO,4,1,1
31209,NDPS,20,2,2
31209,NDPS,21,3,3
31210,IPC,420,1,1
31210,IPC,324,2,2
31211,IPC,498A,1,1
31212,IPC,302,1,1
31212,POCSO,8,2,2
31213,IPC,376,1,1
31213,NDPS,21,2,2
31213,MV,185,3,3
31214,MV,185,1,1
31214,IPC,420,2,2
31215,BNS,103,1,1
31216,IPC,363,1,1
31216,IPC,324,2,2
31217,ARMS,27,1,1
31217,IT,66D,2,2
31218,POCSO,8,1,1
31219,ARMS,25,1,1
31220,IT,66C,1,1
31221,POCSO,8,1,1
31221,IPC,392,2,2
31221,IT,66C,3,3
31222,IPC,302,1,1
31223,IPC,324,1,1
31224,EXCISE,32,1,1
31225,BNS,109,1,1
31225,IT,66D,2,2
31226,SCST,3(1),1,1
31227,DOWRY,4,1,1
31227,BNS,103,2,2
31227,ARMS,25,3,3
31228,BNS,103,1,1
31229,BNS,109,1,1
31230,POCSO,8,1,1
31231,IPC,324,1,1
31231,IPC,420,2,2
31232,BNS,64,1,1
31232,IPC,447,2,2
31232,ARMS,27,3,3
31233,BNS,103,1,1
31233,IPC,324,2,2
31234,BNS,64,1,1
31234,BNS,318,2,2
31235,IPC,447,1,1
31235,ARMS,25,2,2
31236,IPC,363,1,1
31236,BNS,318,2,2
31236,POCSO,4,3,3
31237,IPC,324,1,1
31237,NDPS,21,2,2
31237,IPC,307,3,3
31238,BNS,64,1,1
31238,IPC,420,2,2
31239,MV,185,1,1
31239,DOWRY,3,2,2
31240,BNS,305,1,1
31240,BNS,103,2,2
31241,BNS,103,1,1
31241,IPC,363,2,2
31242,DOWRY,3,1,1
31242,IPC,302,2,2
31243,BNS,103,1,1
31243,POCSO,4,2,2
31243,IPC,447,3,3
31244,BNS,103,1,1
31244,BNS,109,2,2
31244,IT,66C,3,3
31245,IPC,498A,1,1
31245,IPC,392,2,2
31245,IPC,302,3,3
31246,EXCISE,32,1,1
31247,IT,66C,1,1
31247,ARMS,25,2,2
31248,BNS,109,1,1
31248,BNS,305,2,2
31249,IPC,307,1,1
31249,IT,66C,2,2
31249,IPC,302,3,3
31250,IPC,363,1,1
31251,NDPS,21,1,1
31252,DOWRY,3,1,1
31252,DOWRY,4,2,2
31253,IPC,447,1,1
31254,IPC,420,1,1
31255,BNS,103,1,1
31255,NDPS,21,2,2
31256,IPC,324,1,1
31256,ARMS,25,2,2
31257,IPC,363,1,1
31257,BNS,305,2,2
31258,ARMS,25,1,1
31259,IT,66D,1,1
31259,ARMS,25,2,2
31259,DOWRY,3,3,3
31260,IPC,376,1,1
31261,IPC,376,1,1
31262,ARMS,25,1,1
31263,POCSO,8,1,1
31263,MV,185,2,2
31264,IT,66C,1,1
31264,IPC,376,2,2
31265,NDPS,20,1,1
31265,IPC,363,2,2
31265,IPC,354,3,3
31266,BNS,64,1,1
31266,IPC,392,2,2
31267,IPC,498A,1,1
31267,ARMS,25,2,2
31267,DOWRY,3,3,3
31268,ARMS,25,1,1
31268,IPC,447,2,2
31269,IPC,354,1,1
31270,IPC,302,1,1
31270,IPC,354,2,2
31270,NDPS,21,3,3
31271,IPC,392,1,1
31271,ARMS,25,2,2
31272,MV,184,1,1
31272,NDPS,21,2,2
31273,IT,66D,1,1
31274,IPC,307,1,1
31274,IPC,447,2,2
31274,IPC,420,3,3
31275,SCST,3(1),1,1
31276,DOWRY,3,1,1
31276,IPC,498A,2,2
31277,IPC,307,1,1
31278,IPC,498A,1,1
31279,DOWRY,4,1,1
31279,BNS,318,2,2
31279,IPC,498A,3,3
31280,IPC,363,1,1
31280,IPC,376,2,2
31281,ARMS,25,1,1
31281,IPC,392,2,2
31281,IT,66C,3,3
31282,POCSO,4,1,1
31282,IPC,307,2,2
31282,BNS,64,3,3
31283,POCSO,8,1,1
31284,IPC,324,1,1
31284,IPC,498A,2,2
31284,NDPS,20,3,3
31285,DOWRY,4,1,1
31285,IPC,302,2,2
31286,IPC,420,1,1
31286,IPC,302,2,2
31287,IPC,363,1,1
31287,NDPS,21,2,2
31287,MV,185,3,3
31288,BNS,109,1,1
31288,NDPS,20,2,2
31289,IPC,302,1,1
31290,DOWRY,3,1,1
31290,EXCISE,32,2,2
31291,IPC,324,1,1
31291,IPC,307,2,2
31292,BNS,318,1,1
31292,DOWRY,4,2,2
31293,IPC,376,1,1
31294,ARMS,25,1,1
31295,IT,66C,1,1
31295,IPC,392,2,2
31295,MV,184,3,3
31296,EXCISE,32,1,1
31296,BNS,318,2,2
31296,MV,185,3,3
31297,ARMS,25,1,1
31297,DOWRY,4,2,2
31298,IPC,447,1,1
31298,IPC,376,2,2
31298,IT,66C,3,3
31299,IPC,307,1,1
31300,BNS,103,1,1
31300,POCSO,4,2,2
31301,NDPS,21,1,1
31301,IPC,376,2,2
31301,ARMS,25,3,3
31302,MV,185,1,1
31302,IPC,354,2,2
31303,BNS,305,1,1
31303,IPC,302,2,2
31304,ARMS,25,1,1
31304,IPC,392,2,2
31304,IPC,302,3,3
31305,IPC,302,1,1
31305,IT,66C,2,2
31306,IT,66C,1,1
31306,IPC,324,2,2
31307,IPC,324,1,1
31307,IPC,354,2,2
31308,POCSO,4,1,1
31309,BNS,305,1,1
31309,IPC,302,2,2
31310,BNS,103,1,1
31311,BNS,109,1,1
31312,POCSO,8,1,1
31313,POCSO,8,1,1
31314,IPC,324,1,1
31314,BNS,305,2,2
31315,IPC,392,1,1
31315,POCSO,8,2,2
31315,IT,66D,3,3
31316,ARMS,25,1,1
31317,POCSO,4,1,1
31318,IPC,302,1,1
31318,BNS,64,2,2
31318,EXCISE,32,3,3
31319,ARMS,27,1,1
31319,IPC,420,2,2
31320,BNS,103,1,1
31320,ARMS,27,2,2
31320,NDPS,21,3,3
31321,POCSO,4,1,1
31322,EXCISE,32,1,1
31322,IPC,307,2,2
31322,IPC,420,3,3
31323,IPC,420,1,1
31323,MV,185,2,2
31324,IPC,302,1,1
31324,NDPS,21,2,2
31324,BNS,103,3,3
31325,IPC,392,1,1
31325,SCST,3(1),2,2
31325,POCSO,8,3,3
31326,IPC,363,1,1
31327,DOWRY,4,1,1
31327,IPC,498A,2,2
31327,BNS,109,3,3
31328,NDPS,21,1,1
31328,BNS,305,2,2
31328,IPC,307,3,3
31329,POCSO,8,1,1
31329,SCST,3(1),2,2
31330,BNS,318,1,1
31330,EXCISE,32,2,2
31331,NDPS,20,1,1
31331,IPC,324,2,2
31331,IPC,420,3,3
31332,IPC,307,1,1
31333,IPC,447,1,1
31333,ARMS,25,2,2
31334,IPC,307,1,1
31335,BNS,64,1,1
31335,IPC,302,2,2
31336,DOWRY,3,1,1
31336,IPC,354,2,2
31337,IPC,363,1,1
31338,DOWRY,4,1,1
31338,IPC,392,2,2
31339,IPC,307,1,1
31339,NDPS,20,2,2
31339,BNS,109,3,3
31340,NDPS,21,1,1
31341,BNS,109,1,1
31342,MV,185,1,1
31342,IPC,376,2,2
31343,POCSO,4,1,1
31343,BNS,305,2,2
31343,IPC,324,3,3
31344,EXCISE,32,1,1
31345,SCST,3(1),1,1
31345,IPC,447,2,2
31345,IPC,324,3,3
31346,IPC,420,1,1
31346,BNS,109,2,2
31347,DOWRY,4,1,1
31348,POCSO,8,1,1
31349,IPC,420,1,1
31349,IPC,447,2,2
31350,BNS,64,1,1
31351,SCST,3(1),1,1
31352,POCSO,4,1,1
31352,EXCISE,32,2,2
31353,IT,66D,1,1
31354,DOWRY,4,1,1
31354,BNS,103,2,2
31355,POCSO,4,1,1
31356,IPC,363,1,1
31356,MV,185,2,2
31357,EXCISE,32,1,1
31357,IPC,498A,2,2
31358,IT,66D,1,1
31358,NDPS,21,2,2
31359,ARMS,27,1,1
31359,IPC,324,2,2
31359,IPC,498A,3,3
31360,ARMS,27,1,1
31360,BNS,64,2,2
31360,IPC,324,3,3
31361,EXCISE,32,1,1
31361,NDPS,20,2,2
31362,IPC,392,1,1
31362,IPC,498A,2,2
31363,EXCISE,32,1,1
31363,BNS,305,2,2
31363,MV,185,3,3
31364,IPC,302,1,1
31365,ARMS,25,1,1
31365,IT,66D,2,2
31365,BNS,305,3,3
31366,IPC,447,1,1
31367,EXCISE,32,1,1
31367,ARMS,27,2,2
31367,IPC,498A,3,3
31368,BNS,109,1,1
31368,ARMS,27,2,2
31368,IPC,307,3,3
31369,MV,184,1,1
31370,MV,184,1,1
31371,IT,66C,1,1
31371,BNS,305,2,2
31371,DOWRY,3,3,3
31372,IPC,354,1,1
31373,MV,185,1,1
31373,IPC,447,2,2
31374,IPC,447,1,1
31374,BNS,318,2,2
31374,BNS,109,3,3
31375,IPC,354,1,1
31375,IPC,363,2,2
31375,IPC,447,3,3
31376,BNS,318,1,1
31376,IT,66D,2,2
31377,BNS,305,1,1
31378,ARMS,27,1,1
31378,BNS,109,2,2
31378,IT,66D,3,3
31379,SCST,3(1),1,1
31380,POCSO,4,1,1
31380,IT,66D,2,2
31381,IPC,376,1,1
31382,IT,66C,1,1
31382,IPC,302,2,2
31382,POCSO,8,3,3
31383,MV,185,1,1
31383,BNS,103,2,2
31383,IPC,376,3,3
31384,IPC,307,1,1
31384,BNS,64,2,2
31384,IPC,354,3,3
31385,DOWRY,3,1,1
31385,BNS,103,2,2
31386,BNS,318,1,1
31386,NDPS,21,2,2
31386,IPC,392,3,3
31387,DOWRY,4,1,1
31387,BNS,64,2,2
31388,IT,66D,1,1
31389,POCSO,8,1,1
31389,DOWRY,3,2,2
31390,IT,66C,1,1
31390,IT,66D,2,2
31390,DOWRY,3,3,3
31391,MV,184,1,1
31392,POCSO,8,1,1
31392,ARMS,27,2,2
31393,MV,185,1,1
31394,DOWRY,3,1,1
31395,BNS,64,1,1
31395,POCSO,4,2,2
31395,BNS,109,3,3
31396,SCST,3(1),1,1
31396,MV,185,2,2
31397,IPC,302,1,1
31397,BNS,109,2,2
31397,IPC,447,3,3
31398,POCSO,4,1,1
31398,ARMS,27,2,2
31399,IPC,447,1,1
31399,NDPS,21,2,2
31400,DOWRY,4,1,1
31401,BNS,305,1,1
31401,ARMS,25,2,2
31401,MV,185,3,3
31402,IPC,354,1,1
31403,IT,66D,1,1
31404,SCST,3(1),1,1
31404,BNS,318,2,2
31405,IPC,420,1,1
31405,IPC,307,2,2
31405,BNS,305,3,3
31406,EXCISE,32,1,1
31407,NDPS,21,1,1
31408,IPC,354,1,1
31409,MV,184,1,1
31409,MV,185,2,2
31409,IPC,307,3,3
31410,IPC,354,1,1
31411,SCST,3(1),1,1
31412,DOWRY,3,1,1
31412,IPC,324,2,2
31412,POCSO,4,3,3
31413,BNS,109,1,1
31413,IPC,376,2,2
31413,SCST,3(1),3,3
31414,BNS,109,1,1
31414,SCST,3(1),2,2
31414,NDPS,21,3,3
31415,DOWRY,4,1,1
31415,NDPS,20,2,2
31415,BNS,305,3,3
31416,IT,66D,1,1
31416,MV,184,2,2
31416,ARMS,25,3,3
31417,IPC,302,1,1
31417,IPC,354,2,2
31417,BNS,64,3,3
31418,IPC,447,1,1
31418,BNS,318,2,2
31418,NDPS,21,3,3
31419,IPC,324,1,1
31419,BNS,305,2,2
31419,BNS,318,3,3
31420,BNS,305,1,1
31420,POCSO,4,2,2
31421,BNS,109,1,1
31421,IPC,376,2,2
31422,IPC,354,1,1
31422,DOWRY,4,2,2
31423,IPC,392,1,1
31423,BNS,305,2,2
31424,IPC,307,1,1
31424,ARMS,27,2,2
31424,BNS,305,3,3
31425,POCSO,4,1,1
31425,IT,66C,2,2
31425,IPC,420,3,3
31426,IPC,376,1,1
31426,IPC,498A,2,2
31427,POCSO,4,1,1
31427,IPC,420,2,2
31428,IPC,354,1,1
31428,MV,184,2,2
31428,NDPS,20,3,3
31429,IT,66C,1,1
31430,MV,185,1,1
31430,IPC,392,2,2
31430,BNS,318,3,3
31431,IPC,363,1,1
31432,IPC,354,1,1
31432,IPC,324,2,2
31433,BNS,318,1,1
31433,IPC,447,2,2
31433,DOWRY,4,3,3
31434,SCST,3(1),1,1
31435,IPC,392,1,1
31435,SCST,3(1),2,2
31436,IPC,420,1,1
31436,BNS,318,2,2
31436,MV,185,3,3
31437,IPC,324,1,1
31437,IPC,498A,2,2
31437,IPC,447,3,3
31438,IPC,498A,1,1
31438,IPC,420,2,2
31439,IPC,376,1,1
31440,IT,66C,1,1
31440,IPC,324,2,2
31441,IPC,498A,1,1
31441,SCST,3(1),2,2
31441,IT,66D,3,3
31442,IT,66D,1,1
31442,BNS,109,2,2
