ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
7116,15597,1,2026-06-24,1,14,295,2668,12,25464,1,0
7117,15597,1,2026-05-26,1,14,295,2668,12,25465,1,1
7118,15599,1,2026-02-25,1,11,228,7458,27,25468,1,0
7119,15599,1,2026-02-24,1,11,228,7458,27,25469,1,0
7120,15602,1,2024-06-23,1,1,5,4051,11,25473,1,0
7121,15603,1,2024-07-30,1,4,77,3830,5,25474,1,0
7122,15604,1,2025-08-07,1,16,330,1287,46,25475,1,0
7123,15605,2,2026-07-20,1,9,187,27,16,25476,1,0
7124,15613,2,2026-05-03,1,11,230,3238,40,25488,1,0
7125,15615,1,2026-04-12,1,9,184,3958,15,25494,1,0
7126,15617,1,2024-04-10,1,9,180,2564,42,25498,1,0
7127,15621,1,2024-04-21,1,9,199,7612,29,25503,1,0
7128,15621,1,2024-05-16,1,9,199,7612,29,25504,1,0
7129,15626,2,2024-07-14,1,7,147,5927,3,25511,1,0
7130,15627,1,2024-05-25,1,1,4,3637,40,25513,1,0
7131,15628,2,2025-06-18,1,7,140,4574,19,25514,1,0
7132,15634,2,2024-10-09,1,10,201,7797,20,25526,1,0
7133,15642,1,2024-07-19,1,4,83,599,17,25535,1,0
7134,15646,2,2024-12-24,1,6,139,3364,43,25541,1,0
7135,15646,1,2024-12-05,1,6,139,3364,43,25539,1,0
7136,15647,1,2024-02-23,1,4,90,5634,7,25544,1,0
7137,15649,1,2024-07-04,1,4,76,3247,22,25550,1,0
7138,15651,1,2024-01-23,1,3,68,3560,31,25552,1,0
7139,15652,2,2026-06-06,1,7,147,810,48,25554,1,0
7140,15652,2,2026-06-28,1,7,147,810,48,25553,1,0
7141,15655,2,2024-08-03,1,13,259,1148,1,25559,1,0
7142,15655,2,2024-08-17,1,13,259,1148,1,25557,1,0
7143,15657,1,2025-12-26,1,8,170,7280,6,25562,1,0
7144,15665,1,2025-04-08,1,2,48,3446,15,25573,1,0
7145,15666,1,2024-05-24,1,5,107,6816,22,25574,1,0
7146,15670,2,2024-04-23,1,1,14,517,34,25582,1,0
7147,15672,2,2025-07-13,1,9,180,2558,34,25585,1,0
7148,15678,1,2025-07-22,1,1,9,7453,29,25595,1,0
7149,15678,1,2025-07-15,1,1,9,7453,29,25593,1,1
7150,15679,1,2026-08-12,1,8,167,7620,7,25597,1,0
7151,15680,1,2025-10-20,1,13,264,3935,30,25598,1,1
7152,15681,2,2025-12-17,1,10,207,447,17,25599,1,0
7153,15683,2,2025-02-10,1,15,306,7339,9,25602,1,0
7154,15683,1,2025-02-21,1,15,306,7339,9,25601,1,1
7155,15688,2,2026-05-21,1,16,335,1068,17,25609,1,0
7156,15690,1,2026-04-02,1,6,138,6140,11,25612,1,0
7157,15692,1,2026-05-06,1,7,144,2638,2,25614,1,1
7158,15693,2,2025-01-16,1,16,320,3951,34,25616,1,1
7159,15694,2,2026-04-26,1,6,117,2585,4,25618,1,0
7160,15698,1,2025-12-23,1,14,287,1529,10,25626,1,0
7161,15699,2,2024-06-06,1,16,330,920,37,25629,1,0
7162,15699,2,2024-06-22,1,16,330,920,37,25628,1,0
7163,15700,1,2026-03-04,1,1,22,4663,38,25630,1,0
7164,15704,1,2025-03-03,1,9,192,5524,21,25641,1,0
7165,15705,1,2025-12-27,1,8,164,6728,35,25644,1,0
7166,15705,2,2025-12-21,1,8,164,6728,35,25642,1,0
7167,15708,2,2025-02-04,1,1,20,7351,17,25650,1,1
7168,15708,1,2024-12-29,1,1,20,7351,17,25649,1,0
7169,15709,1,2025-12-03,1,13,270,5779,27,25651,1,0
7170,15710,2,2024-10-24,1,3,62,5562,45,25653,1,0
7171,15711,1,2024-05-09,1,7,145,3716,29,25654,1,0
7172,15717,1,2025-12-19,1,15,307,6999,31,25663,1,0
7173,15721,2,2026-01-13,1,16,329,3279,48,25671,1,0
7174,15723,2,2024-08-15,1,1,16,4301,16,25676,1,0
7175,15723,1,2024-09-15,1,1,16,4301,16,25674,1,0
7176,15724,2,2024-04-01,1,8,172,4221,38,25677,1,0
7177,15724,2,2024-03-21,1,8,172,4221,38,25680,1,0
7178,15726,1,2025-12-15,1,4,87,650,45,25682,1,0
7179,15728,2,2025-10-23,1,15,304,2304,38,25685,1,0
7180,15729,1,2026-07-07,1,14,292,612,17,25686,1,0
7181,15731,1,2025-09-17,1,15,309,3691,46,25688,1,0
7182,15736,2,2025-01-01,1,6,115,2846,21,25699,1,1
7183,15736,1,2024-11-17,1,6,115,2846,21,25698,1,0
7184,15740,1,2026-05-09,1,12,245,924,35,25708,1,1
7185,15741,2,2025-12-31,1,3,56,5450,7,25709,1,0
7186,15743,2,2024-03-24,1,4,86,4507,41,25711,1,0
7187,15744,1,2025-04-12,1,14,280,3537,19,25712,1,0
7188,15747,2,2025-01-15,1,2,26,5265,35,25716,1,0
7189,15750,2,2025-03-08,1,1,13,1097,26,25722,1,0
7190,15752,2,2026-05-04,1,9,182,1019,19,25724,1,0
7191,15753,2,2024-10-07,1,13,269,6512,11,25726,1,0
7192,15757,2,2025-01-23,1,13,266,5313,24,25733,1,0
7193,15759,1,2026-01-09,1,11,221,5583,32,25735,1,0
7194,15759,1,2026-01-25,1,11,221,5583,32,25736,1,0
7195,15761,1,2026-03-09,1,2,49,2632,34,25741,1,0
7196,15762,1,2026-03-19,1,2,47,5076,13,25742,1,0
7197,15765,2,2024-11-18,1,6,137,2422,47,25744,1,0
7198,15768,2,2024-07-19,1,8,176,4813,43,25749,1,0
7199,15774,2,2024-06-03,1,3,58,7541,48,25762,1,0
7200,15775,1,2026-05-21,1,4,74,2095,25,25763,1,0
7201,15776,1,2026-05-04,1,12,249,5174,9,25766,1,0
7202,15776,1,2026-05-21,1,12,249,5174,9,25765,1,0
7203,15778,1,2026-07-05,1,14,290,4534,23,25771,1,0
7204,15778,2,2026-06-14,1,14,290,4534,23,25770,1,0
7205,15781,1,2025-01-01,1,13,272,7826,26,25775,1,0
7206,15783,2,2024-09-20,1,9,183,2348,12,25778,1,0
7207,15784,2,2025-08-10,1,1,1,6058,41,25781,1,0
7208,15784,2,2025-07-20,1,1,1,6058,41,25782,1,0
7209,15786,1,2024-09-14,1,14,297,5282,32,25786,1,0
7210,15787,1,2025-11-28,1,7,162,7179,7,25787,1,0
7211,15788,1,2025-02-23,1,14,289,3868,43,25788,1,0
7212,15789,1,2025-02-09,1,4,77,2776,8,25789,1,0
7213,15790,1,2024-03-15,1,3,62,4930,44,25792,1,0
7214,15790,1,2024-01-30,1,3,62,4930,44,25790,1,0
7215,15792,2,2024-08-14,1,15,309,3627,44,25795,1,0
7216,15793,2,2025-11-13,1,9,187,3493,20,25796,1,0
7217,15798,1,2026-06-17,1,11,228,1314,21,25804,1,0
7218,15799,2,2026-04-23,1,4,83,6635,14,25805,1,0
7219,15804,1,2024-12-18,1,13,273,1619,34,25812,1,0
7220,15806,2,2025-02-11,1,1,18,1376,17,25814,1,0
7221,15811,2,2026-03-06,1,2,30,5220,29,25823,1,0
7222,15817,2,2024-12-27,1,11,224,4953,26,25832,1,0
7223,15817,1,2024-12-11,1,11,224,4953,26,25831,1,0
7224,15821,2,2024-09-22,1,6,115,4018,34,25838,1,0
7225,15821,1,2024-09-15,1,6,115,4018,34,25839,1,0
7226,15822,2,2024-07-09,1,3,61,5986,46,25840,1,0
7227,15824,1,2025-06-04,1,2,45,2035,15,25841,1,0
7228,15827,1,2026-02-28,1,5,114,183,16,25849,1,0
7229,15828,2,2025-12-21,1,4,88,3384,22,25850,1,1
7230,15828,2,2025-12-15,1,4,88,3384,22,25851,1,0
7231,15829,1,2025-04-05,1,8,166,7679,6,25852,1,0
7232,15832,2,2025-03-21,1,5,104,5411,38,25860,1,0
7233,15834,1,2025-02-16,1,12,255,7118,27,25863,1,0
7234,15836,1,2025-04-05,1,3,50,4467,4,25867,1,0
7235,15838,2,2026-08-09,1,15,313,5068,18,25868,1,0
7236,15839,1,2026-02-11,1,10,200,3676,24,25869,1,0
7237,15843,1,2025-08-04,1,7,143,2592,48,25874,1,0
7238,15843,2,2025-06-23,1,7,143,2592,48,25873,1,0
7239,15844,1,2025-01-24,1,10,208,547,29,25876,1,0
7240,15844,2,2025-02-12,1,10,208,547,29,25875,1,0
7241,15850,2,2024-05-02,1,1,19,6609,14,25886,1,0
7242,15852,1,2025-12-07,1,15,316,5379,31,25890,1,0
7243,15854,1,2024-05-09,1,13,259,6371,36,25892,1,0
7244,15854,1,2024-05-28,1,13,259,6371,36,25891,1,0
7245,15858,1,2024-05-03,1,12,249,5936,41,25897,1,0
7246,15860,1,2025-06-25,1,9,195,7997,23,25899,1,0
7247,15861,2,2024-02-21,1,6,132,68,24,25901,1,0
7248,15864,2,2025-09-06,1,15,308,2378,24,25903,1,0
7249,15865,1,2025-07-17,1,2,29,5377,21,25904,1,0
7250,15867,2,2025-09-17,1,8,178,4086,33,25907,1,0
7251,15872,2,2025-11-18,1,1,18,337,20,25916,1,0
7252,15874,2,2026-05-14,1,2,36,6482,30,25921,1,0
7253,15876,1,2025-03-31,1,2,45,1417,24,25923,1,0
7254,15876,1,2025-04-21,1,2,45,1417,24,25925,1,0
7255,15888,2,2025-11-09,1,2,44,3975,42,25945,1,1
7256,15890,1,2026-07-01,1,8,168,4047,12,25949,1,0
7257,15895,1,2024-05-16,1,5,108,6514,11,25956,1,0
7258,15897,1,2026-07-24,1,15,313,4086,35,25961,1,0
7259,15904,1,2026-05-22,1,7,157,3195,2,25973,1,0
7260,15905,2,2024-07-08,1,9,182,3605,37,25975,1,0
7261,15905,2,2024-07-29,1,9,182,3605,37,25976,1,0
7262,15908,2,2024-03-16,1,5,103,539,22,25982,1,0
7263,15909,2,2025-11-25,1,14,291,1964,4,25983,1,0
7264,15909,1,2025-10-11,1,14,291,1964,4,25984,1,0
7265,15913,2,2026-05-25,1,14,282,4164,37,25990,1,0
7266,15913,1,2026-06-11,1,14,282,4164,37,25991,1,0
7267,15914,2,2024-06-02,1,10,206,4415,15,25992,1,0
7268,15915,1,2026-06-25,1,15,302,4663,44,25993,1,0
7269,15916,2,2025-02-27,1,7,147,2000,16,25994,1,0
7270,15919,2,2025-10-12,1,2,36,5619,11,25998,1,0
7271,15920,2,2026-06-20,1,2,47,5684,40,26001,1,0
7272,15921,1,2024-03-24,1,13,272,6019,41,26004,1,0
7273,15926,2,2024-12-15,1,14,294,4020,35,26011,1,0
7274,15927,1,2025-03-11,1,15,317,4590,18,26012,1,0
7275,15927,1,2025-03-20,1,15,317,4590,18,26014,1,0
7276,15934,1,2026-08-02,1,13,257,504,18,26025,1,0
7277,15938,2,2025-07-22,1,10,219,3306,47,26028,1,0
7278,15941,2,2024-04-18,1,15,303,6521,46,26032,1,0
7279,15943,2,2024-10-05,1,6,135,248,30,26035,1,0
7280,15943,1,2024-10-10,1,6,135,248,30,26034,1,0
7281,15946,1,2024-12-15,1,5,97,1821,21,26040,1,0
7282,15946,1,2024-12-13,1,5,97,1821,21,26041,1,0
7283,15952,2,2026-01-16,1,16,325,212,17,26050,1,0
7284,15953,2,2024-07-23,1,16,330,5321,38,26051,1,0
7285,15955,1,2025-06-01,1,4,72,1003,48,26055,1,0
7286,15959,1,2024-07-18,1,7,153,7993,35,26064,1,0
7287,15961,2,2024-07-17,1,4,83,3010,41,26067,1,0
7288,15961,2,2024-08-13,1,4,83,3010,41,26068,1,0
7289,15962,1,2026-04-07,1,12,246,1236,2,26070,1,0
7290,15962,2,2026-04-20,1,12,246,1236,2,26069,1,0
7291,15963,2,2024-03-23,1,10,214,5023,48,26071,1,0
7292,15969,1,2024-08-31,1,10,212,155,10,26079,1,0
7293,15972,2,2025-07-31,1,4,76,3645,45,26085,1,0
7294,15972,1,2025-08-12,1,4,76,3645,45,26083,1,0
7295,15974,1,2025-01-19,1,4,75,2402,28,26087,1,0
7296,15976,1,2024-03-22,1,6,121,6088,47,26093,1,0
7297,15978,1,2026-03-05,1,6,139,6064,1,26095,1,0
7298,15978,1,2026-03-09,1,6,139,6064,1,26096,1,0
7299,15983,2,2026-02-13,1,7,159,4200,37,26104,1,0
7300,15985,2,2024-02-08,1,9,198,2481,40,26106,1,0
7301,15987,2,2024-10-07,1,13,263,5681,21,26109,1,0
7302,15990,1,2026-01-20,1,16,335,7538,22,26116,1,0
7303,15991,2,2025-09-24,1,14,293,7632,38,26118,1,0
7304,15991,2,2025-09-28,1,14,293,7632,38,26119,1,0
7305,15992,2,2024-03-11,1,1,15,1763,25,26120,1,0
7306,15995,1,2026-02-27,1,11,237,3708,25,26124,1,0
7307,16002,2,2025-10-08,1,4,70,5383,42,26138,1,0
7308,16002,2,2025-09-25,1,4,70,5383,42,26137,1,0
7309,16003,2,2024-11-18,1,5,102,1389,2,26139,1,0
7310,16004,1,2025-02-06,1,1,14,3438,28,26140,1,0
7311,16006,2,2026-08-05,1,8,167,4059,13,26142,1,0
7312,16006,2,2026-06-19,1,8,167,4059,13,26141,1,0
7313,16008,1,2026-02-19,1,6,126,2208,16,26148,1,0
7314,16016,1,2025-03-08,1,6,122,3335,44,26163,1,0
7315,16019,2,2025-11-10,1,13,275,4764,26,26168,1,0
7316,16019,2,2025-10-09,1,13,275,4764,26,26169,1,0
7317,16023,2,2025-12-17,1,12,251,7385,42,26178,1,0
7318,16026,1,2025-07-27,1,3,55,2669,4,26183,1,0
7319,16029,1,2025-04-23,1,14,285,677,37,26187,1,0
7320,16032,2,2025-11-16,1,1,23,1931,36,26193,1,0
7321,16032,2,2025-12-25,1,1,23,1931,36,26192,1,0
7322,16038,2,2024-02-09,1,7,162,3018,47,26201,1,0
7323,16041,2,2024-08-15,1,7,145,11,23,26204,1,0
7324,16043,1,2024-09-15,1,1,4,4259,35,26207,1,0
7325,16049,2,2025-09-20,1,4,87,229,8,26220,1,0
7326,16049,2,2025-10-18,1,4,87,229,8,26219,1,0
7327,16051,1,2026-05-04,1,7,156,5676,26,26223,1,0
7328,16052,1,2024-03-06,1,11,220,2741,29,26226,1,0
7329,16054,2,2026-02-04,1,2,36,6720,40,26229,1,0
7330,16056,1,2024-03-12,1,3,50,7588,19,26233,1,0
7331,16059,2,2025-11-26,1,11,238,7726,21,26237,1,0
7332,16063,2,2025-07-05,1,14,277,7523,23,26243,1,0
7333,16064,2,2025-10-21,1,9,190,3358,48,26245,1,0
7334,16065,2,2026-06-14,1,14,277,390,17,26247,1,0
7335,16065,2,2026-07-01,1,14,277,390,17,26246,1,0
7336,16066,2,2024-10-28,1,7,157,5416,2,26248,1,0
7337,16085,1,2026-03-06,1,11,221,3267,46,26277,1,0
7338,16089,2,2025-09-29,1,14,295,1324,10,26285,1,0
7339,16094,2,2025-11-04,1,6,115,6138,21,26291,1,0
7340,16095,2,2026-04-24,1,6,137,4596,24,26292,1,0
7341,16104,1,2025-10-26,1,4,85,3548,40,26313,1,1
7342,16104,2,2025-10-18,1,4,85,3548,40,26314,1,0
7343,16107,1,2025-12-11,1,9,190,803,25,26319,1,0
7344,16112,1,2025-04-17,1,15,316,2436,13,26322,1,0
7345,16112,1,2025-05-03,1,15,316,2436,13,26324,1,1
7346,16114,2,2024-09-05,1,3,50,1471,42,26326,1,0
7347,16118,2,2024-08-10,1,8,175,1357,19,26335,1,0
7348,16118,1,2024-08-13,1,8,175,1357,19,26334,1,0
7349,16120,2,2025-12-23,1,6,115,6594,47,26343,1,0
7350,16122,1,2024-09-16,1,3,67,2423,41,26347,1,0
7351,16123,2,2025-06-20,1,12,254,1037,48,26348,1,0
7352,16126,1,2024-06-16,1,2,49,7711,35,26354,1,0
7353,16130,1,2026-04-14,1,14,296,5147,28,26361,1,0
7354,16133,1,2025-09-22,1,9,191,6186,23,26364,1,1
7355,16134,1,2024-09-03,1,8,165,7075,20,26365,1,0
7356,16134,1,2024-08-04,1,8,165,7075,20,26366,1,0
7357,16135,1,2025-02-24,1,3,59,827,7,26368,1,0
7358,16136,2,2024-10-04,1,15,316,5944,33,26369,1,0
7359,16137,1,2026-02-11,1,16,330,3309,24,26370,1,0
7360,16139,2,2024-06-17,1,9,194,6390,36,26374,1,0
7361,16140,1,2024-06-17,1,10,218,4252,41,26375,1,0
7362,16144,2,2025-04-14,1,14,298,5862,27,26383,1,0
7363,16144,1,2025-04-24,1,14,298,5862,27,26382,1,0
7364,16146,2,2024-11-23,1,9,182,1555,11,26386,1,0
7365,16147,1,2025-10-09,1,4,79,4019,42,26388,1,0
7366,16149,2,2025-09-19,1,2,48,2042,5,26389,1,0
7367,16154,1,2025-11-10,1,14,294,4814,3,26396,1,0
7368,16156,2,2026-05-04,1,16,329,2764,10,26399,1,0
7369,16156,2,2026-04-05,1,16,329,2764,10,26400,1,0
7370,16158,1,2025-05-25,1,7,152,5690,46,26402,1,0
7371,16160,2,2025-06-07,1,10,206,3540,41,26405,1,0
7372,16162,1,2026-01-07,1,12,254,354,35,26413,1,1
7373,16164,1,2026-06-21,1,2,48,6430,1,26416,1,0
7374,16167,1,2025-01-31,1,14,294,7369,4,26421,1,0
7375,16172,2,2025-12-30,1,11,222,4024,12,26428,1,0
7376,16172,2,2025-12-24,1,11,222,4024,12,26429,1,0
7377,16174,1,2025-03-29,1,7,147,1065,20,26432,1,0
7378,16175,2,2026-06-18,1,3,53,2841,28,26433,1,0
7379,16178,2,2025-06-08,1,12,255,3284,4,26435,1,0
7380,16179,1,2026-05-04,1,7,142,2491,6,26437,1,1
7381,16181,2,2025-08-02,1,4,89,2428,18,26443,1,0
7382,16184,1,2025-11-03,1,16,331,5273,22,26448,1,0
7383,16184,1,2025-10-12,1,16,331,5273,22,26449,1,1
7384,16186,1,2026-03-30,1,2,41,4959,7,26453,1,0
7385,16187,2,2025-09-26,1,6,122,2075,9,26455,1,0
7386,16192,1,2024-10-05,1,15,311,580,17,26462,1,0
7387,16196,1,2024-02-11,1,6,117,2585,25,26469,1,0
7388,16197,2,2025-08-18,1,7,153,1877,10,26471,1,0
7389,16201,1,2026-06-29,1,10,203,4272,45,26478,1,0
7390,16207,2,2026-05-11,1,2,49,4802,13,26488,1,0
7391,16209,2,2025-11-15,1,16,323,4020,1,26492,1,0
7392,16210,1,2025-12-28,1,4,80,5515,42,26493,1,0
7393,16211,2,2026-01-11,1,9,198,2306,34,26495,1,0
7394,16212,1,2024-08-14,1,10,208,6192,11,26498,1,0
7395,16212,1,2024-08-17,1,10,208,6192,11,26497,1,0
7396,16214,2,2026-04-25,1,1,18,3704,14,26504,1,0
7397,16214,1,2026-04-22,1,1,18,3704,14,26505,1,0
7398,16215,2,2025-08-12,1,3,68,593,18,26506,1,0
7399,16217,1,2024-05-12,1,16,320,2579,24,26509,1,0
7400,16225,1,2025-03-30,1,6,134,3034,44,26522,1,0
7401,16226,2,2026-04-28,1,2,45,3717,46,26523,1,0
7402,16230,1,2024-08-13,1,11,220,2087,19,26529,1,0
7403,16231,1,2025-09-19,1,13,261,5223,11,26532,1,0
7404,16231,2,2025-09-16,1,13,261,5223,11,26531,1,0
7405,16234,1,2024-04-22,1,7,150,4172,33,26534,1,0
7406,16234,2,2024-04-13,1,7,150,4172,33,26535,1,0
7407,16237,1,2024-02-08,1,10,217,1542,40,26542,1,0
7408,16238,1,2024-04-07,1,3,59,3378,39,26544,1,0
7409,16238,1,2024-04-26,1,3,59,3378,39,26545,1,0
7410,16240,2,2026-07-29,1,10,208,3824,18,26547,1,0
7411,16241,1,2024-04-20,1,13,260,5738,3,26548,1,0
7412,16244,2,2025-05-10,1,4,71,3069,22,26554,1,0
7413,16244,2,2025-04-09,1,4,71,3069,22,26555,1,1
7414,16249,2,2025-09-29,1,8,168,7759,16,26564,1,0
7415,16249,2,2025-10-17,1,8,168,7759,16,26565,1,0
7416,16250,1,2025-04-03,1,2,33,1508,26,26567,1,0
7417,16251,2,2026-05-30,1,13,261,3804,38,26570,1,0
7418,16251,2,2026-06-14,1,13,261,3804,38,26568,1,0
7419,16252,2,2026-05-08,1,14,276,5357,44,26572,1,0
7420,16252,1,2026-05-06,1,14,276,5357,44,26573,1,0
7421,16253,2,2026-07-10,1,2,40,4756,12,26575,1,0
7422,16256,2,2024-11-03,1,8,164,4649,3,26580,1,0
7423,16257,1,2025-04-23,1,5,105,5074,25,26583,1,0
7424,16260,1,2025-11-21,1,14,294,3318,45,26587,1,0
7425,16263,2,2024-03-27,1,10,210,7909,44,26592,1,0
7426,16263,1,2024-03-11,1,10,210,7909,44,26593,1,0
7427,16264,1,2026-03-21,1,2,33,6170,21,26594,1,0
7428,16265,1,2026-03-12,1,9,189,604,29,26596,1,0
7429,16266,1,2025-06-29,1,8,170,3928,1,26598,1,0
7430,16266,1,2025-07-22,1,8,170,3928,1,26597,1,0
7431,16270,1,2025-03-06,1,2,34,5271,29,26605,1,0
7432,16270,2,2025-03-18,1,2,34,5271,29,26603,1,0
7433,16275,1,2025-07-26,1,12,256,5397,21,26610,1,0
7434,16275,2,2025-08-31,1,12,256,5397,21,26611,1,0
7435,16281,1,2026-03-15,1,2,36,5164,3,26619,1,0
7436,16283,2,2024-02-15,1,2,48,4371,17,26622,1,0
7437,16283,1,2024-03-01,1,2,48,4371,17,26625,1,0
7438,16287,1,2024-06-20,1,4,81,6555,9,26629,1,0
7439,16294,1,2025-08-29,1,7,150,3344,27,26638,1,0
7440,16299,2,2026-07-16,1,3,66,3613,31,26646,1,0
7441,16302,1,2025-10-09,1,10,204,5900,37,26649,1,0
7442,16303,1,2026-05-03,1,2,39,2494,15,26652,1,0
7443,16303,2,2026-05-20,1,2,39,2494,15,26653,1,0
7444,16309,2,2024-12-24,1,12,242,7256,38,26664,1,0
7445,16309,2,2024-12-22,1,12,242,7256,38,26663,1,0
7446,16310,1,2026-03-21,1,7,147,5514,9,26666,1,0
7447,16311,1,2024-12-22,1,2,43,2378,2,26672,1,1
7448,16315,1,2026-06-16,1,6,122,2076,17,26675,1,0
7449,16316,2,2025-01-09,1,1,19,180,25,26676,1,0
7450,16316,2,2024-11-30,1,1,19,180,25,26677,1,0
7451,16317,2,2025-04-08,1,2,35,3730,5,26678,1,0
7452,16322,1,2024-11-27,1,4,71,4460,21,26688,1,0
7453,16323,2,2026-05-16,1,5,106,1852,4,26689,1,0
7454,16326,1,2026-04-09,1,8,168,2866,40,26692,1,0
7455,16328,1,2026-03-04,1,8,169,773,48,26693,1,0
7456,16329,2,2024-11-07,1,5,105,6596,38,26694,1,0
7457,16333,1,2026-01-04,1,12,242,3107,11,26697,1,0
7458,16335,1,2026-01-02,1,16,335,7076,42,26700,1,0
7459,16335,2,2026-01-20,1,16,335,7076,42,26701,1,0
7460,16337,2,2024-08-03,1,2,43,4525,7,26706,1,0
7461,16338,2,2024-10-02,1,7,142,5240,1,26707,1,0
7462,16339,2,2025-03-27,1,4,69,739,2,26708,1,0
7463,16341,1,2025-02-23,1,8,164,4375,47,26712,1,0
7464,16350,1,2024-04-11,1,6,119,888,38,26723,1,0
7465,16351,2,2024-04-22,1,16,323,1346,5,26724,1,0
7466,16353,2,2025-01-02,1,15,304,902,38,26725,1,0
7467,16361,1,2025-05-10,1,15,309,4913,34,26736,1,0
7468,16365,2,2024-12-17,1,2,49,3563,29,26742,1,0
7469,16366,2,2026-02-26,1,7,152,1767,30,26743,1,0
7470,16369,2,2025-06-04,1,9,185,5743,1,26746,1,0
7471,16372,1,2025-05-11,1,10,205,3459,13,26751,1,0
7472,16377,2,2024-07-29,1,9,199,517,26,26762,1,0
7473,16377,2,2024-08-03,1,9,199,517,26,26760,1,0
7474,16381,2,2025-04-22,1,6,129,713,13,26771,1,0
7475,16383,1,2024-09-15,1,8,165,4162,28,26775,1,0
7476,16383,1,2024-10-08,1,8,165,4162,28,26774,1,0
7477,16385,1,2025-04-14,1,3,51,1338,38,26777,1,0
7478,16385,1,2025-03-10,1,3,51,1338,38,26778,1,0
7479,16390,1,2025-08-01,1,14,296,6207,17,26784,1,0
7480,16393,1,2024-02-29,1,7,148,6091,42,26792,1,0
7481,16393,2,2024-02-23,1,7,148,6091,42,26793,1,0
7482,16394,1,2024-01-23,1,15,317,5624,4,26794,1,0
7483,16395,1,2026-08-22,1,15,309,1133,35,26795,1,0
7484,16401,1,2026-07-16,1,1,17,3886,1,26805,1,0
7485,16403,1,2026-02-07,1,13,265,1276,4,26811,1,0
7486,16404,2,2024-12-08,1,4,85,2448,25,26812,1,0
7487,16405,1,2025-06-17,1,13,275,1605,31,26813,1,0
7488,16407,1,2025-09-04,1,11,222,612,21,26815,1,0
7489,16408,2,2025-06-20,1,6,121,2166,41,26816,1,0
7490,16409,2,2024-03-21,1,14,290,7413,19,26817,1,0
7491,16410,2,2026-05-31,1,14,292,2383,27,26818,1,0
7492,16413,1,2026-01-20,1,12,247,5536,45,26823,1,0
7493,16413,2,2025-12-25,1,12,247,5536,45,26824,1,0
7494,16414,1,2025-03-27,1,9,199,6156,34,26828,1,0
7495,16414,2,2025-03-24,1,9,199,6156,34,26825,1,0
7496,16416,2,2025-07-10,1,2,28,1303,34,26833,1,0
7497,16418,2,2024-02-29,1,11,223,6036,14,26836,1,0
7498,16420,1,2024-12-26,1,2,42,2688,44,26843,1,0
7499,16421,2,2025-04-08,1,16,321,2244,46,26845,1,0
7500,16421,1,2025-04-17,1,16,321,2244,46,26844,1,0
7501,16424,1,2025-07-22,1,7,142,747,39,26849,1,0
7502,16426,1,2025-09-24,1,6,131,4785,34,26851,1,0
7503,16431,2,2026-05-01,1,7,153,3065,47,26863,1,0
7504,16433,2,2026-04-19,1,13,265,1082,4,26868,1,0
7505,16434,2,2025-12-22,1,9,192,4433,30,26871,1,0
7506,16434,2,2025-12-24,1,9,192,4433,30,26870,1,0
7507,16439,2,2026-02-12,1,16,325,4680,6,26878,1,0
7508,16446,1,2025-07-10,1,13,257,3536,19,26889,1,0
7509,16449,2,2024-04-23,1,10,203,5226,33,26894,1,0
7510,16451,2,2026-02-19,1,9,179,1147,4,26896,1,1
7511,16454,2,2026-05-05,1,1,10,4506,39,26901,1,0
7512,16467,2,2025-04-18,1,3,61,2607,48,26916,1,0
7513,16469,1,2024-06-30,1,9,190,4165,33,26918,1,0
7514,16471,1,2024-12-13,1,4,74,3737,11,26923,1,0
7515,16473,2,2024-12-11,1,9,182,2051,44,26927,1,0
7516,16473,2,2024-12-30,1,9,182,2051,44,26926,1,0
7517,16478,1,2024-12-16,1,8,168,5821,22,26937,1,0
7518,16484,2,2026-03-09,1,1,22,2505,46,26946,1,0
7519,16486,2,2026-02-23,1,5,96,309,19,26948,1,0
7520,16487,2,2026-06-25,1,13,261,3089,41,26950,1,0
7521,16487,1,2026-05-29,1,13,261,3089,41,26949,1,0
7522,16488,1,2026-03-19,1,2,33,7367,23,26951,1,0
7523,16489,1,2025-08-09,1,6,122,5535,35,26953,1,0
7524,16495,2,2025-05-26,1,7,155,1938,29,26960,1,1
7525,16496,1,2025-05-08,1,3,54,6542,3,26961,1,0
7526,16514,2,2024-02-28,1,4,69,1726,3,26988,1,0
7527,16515,1,2024-12-30,1,3,51,811,31,26989,1,0
7528,16515,2,2024-12-16,1,3,51,811,31,26991,1,0
7529,16516,2,2024-03-09,1,9,194,5294,38,26992,1,1
7530,16519,1,2026-01-07,1,9,180,4800,17,26996,1,0
7531,16520,2,2026-05-17,1,8,173,7731,17,26998,1,0
7532,16521,2,2026-02-14,1,14,289,522,8,26999,1,0
7533,16522,2,2024-08-11,1,14,297,880,8,27000,1,0
7534,16524,1,2026-06-16,1,8,178,6531,44,27004,1,0
7535,16525,1,2025-02-03,1,2,46,6790,24,27006,1,0
7536,16525,1,2025-02-13,1,2,46,6790,24,27005,1,0
7537,16526,2,2025-02-25,1,14,298,3733,12,27007,1,0
