CSID,CaseMasterID,csdate,cstype,PolicePersonID
2456,6036,2026-09-09 04:56:00,C,6139
2457,6038,2025-01-11 15:05:00,A,7567
2458,6041,2024-11-13 04:55:00,B,7669
2459,6043,2025-11-26 02:45:00,A,5774
2460,6044,2026-07-10 05:35:00,B,1981
2461,6045,2025-05-18 09:22:00,A,7117
2462,6047,2024-11-26 17:16:00,B,5986
2463,6050,2026-01-01 23:38:00,C,1334
2464,6051,2024-05-24 13:25:00,A,1631
2465,6052,2025-06-27 21:44:00,C,1926
2466,6059,2026-08-02 02:09:00,A,4677
2467,6061,2024-06-29 11:33:00,A,3870
2468,6064,2025-04-30 17:54:00,A,1611
2469,6068,2025-04-21 22:06:00,B,6262
2470,6071,2025-10-05 10:14:00,B,6244
2471,6074,2026-02-03 15:41:00,A,3585
2472,6075,2026-05-26 12:40:00,B,5234
2473,6077,2025-06-05 07:12:00,B,2860
2474,6078,2026-02-12 22:08:00,A,441
2475,6081,2026-01-13 16:49:00,A,7943
2476,6085,2026-07-09 18:50:00,A,1436
2477,6090,2025-11-13 17:23:00,C,1034
2478,6091,2026-06-01 13:50:00,A,6630
2479,6095,2025-08-29 22:07:00,A,1319
2480,6097,2024-09-15 10:40:00,C,5493
2481,6101,2026-08-31 22:43:00,C,42
2482,6104,2025-07-29 07:50:00,A,544
2483,6112,2026-02-17 11:46:00,A,6041
2484,6116,2025-05-05 17:04:00,A,5579
2485,6118,2024-08-03 18:22:00,B,5819
2486,6119,2025-05-31 11:07:00,A,5726
2487,6122,2025-09-09 13:39:00,A,7154
2488,6123,2026-02-22 23:35:00,A,5490
2489,6124,2024-05-30 07:56:00,A,2276
2490,6125,2025-10-13 06:07:00,A,2052
2491,6126,2026-05-24 20:56:00,A,1943
2492,6129,2026-05-30 03:06:00,B,2294
2493,6130,2024-10-12 12:16:00,A,915
2494,6131,2024-02-02 20:06:00,A,6508
2495,6137,2025-11-06 09:43:00,A,3709
2496,6138,2024-10-21 13:28:00,A,7047
2497,6139,2024-08-09 11:27:00,A,5931
2498,6141,2025-03-04 16:56:00,B,3342
2499,6144,2025-10-06 21:00:00,A,5328
2500,6145,2026-05-21 09:30:00,A,5288
2501,6147,2024-05-14 16:50:00,A,2298
2502,6148,2026-05-12 14:36:00,A,3079
2503,6152,2024-11-06 09:38:00,A,2492
2504,6153,2025-04-29 14:44:00,A,867
2505,6156,2025-10-02 17:24:00,B,2362
2506,6164,2025-09-10 16:11:00,B,5170
2507,6165,2025-07-29 02:30:00,C,2651
2508,6167,2024-05-27 09:32:00,A,4410
2509,6168,2026-03-19 23:44:00,A,75
2510,6173,2025-01-07 23:34:00,A,5394
2511,6177,2024-10-22 14:35:00,A,160
2512,6180,2025-12-02 19:01:00,A,2816
2513,6182,2026-03-07 12:16:00,A,3319
2514,6183,2024-07-20 08:08:00,C,7508
2515,6184,2025-03-22 20:15:00,C,1993
2516,6191,2025-08-09 14:42:00,A,15
2517,6193,2025-06-26 08:50:00,A,2577
2518,6194,2024-08-31 00:51:00,C,7718
2519,6200,2026-04-07 07:48:00,A,6443
2520,6206,2025-02-13 20:02:00,A,176
2521,6209,2025-05-03 22:47:00,B,2950
2522,6210,2025-04-29 07:12:00,A,3969
2523,6213,2026-04-19 09:00:00,B,5587
2524,6216,2025-09-16 06:35:00,A,6616
2525,6217,2024-03-18 04:24:00,A,7321
2526,6221,2025-09-12 09:04:00,A,4292
2527,6223,2025-06-08 12:32:00,A,5233
2528,6224,2025-12-08 12:58:00,A,3636
2529,6226,2024-12-05 02:55:00,A,4434
2530,6231,2025-03-09 12:52:00,A,13
2531,6232,2026-06-08 16:14:00,B,5132
2532,6234,2024-03-24 03:16:00,C,2861
2533,6235,2024-08-01 03:13:00,A,5231
2534,6236,2024-07-08 02:32:00,B,5956
2535,6238,2025-09-21 19:05:00,A,2490
2536,6243,2026-01-30 18:10:00,C,7503
2537,6245,2025-01-23 14:07:00,A,7236
2538,6248,2025-06-26 13:07:00,B,3442
2539,6255,2025-06-22 05:24:00,C,5000
2540,6256,2025-12-13 14:42:00,B,7744
2541,6258,2024-04-30 21:33:00,A,4139
2542,6259,2024-11-06 19:51:00,A,819
2543,6260,2025-08-31 02:48:00,C,4769
2544,6261,2024-10-16 13:50:00,A,4820
2545,6262,2024-09-16 22:47:00,C,1641
2546,6270,2025-02-09 19:10:00,C,2307
2547,6273,2024-06-28 09:52:00,B,7841
2548,6276,2025-06-29 05:06:00,A,1909
2549,6277,2025-08-23 19:36:00,A,6358
2550,6278,2026-02-25 16:03:00,B,6208
2551,6282,2024-09-09 12:42:00,C,780
2552,6283,2026-01-02 17:33:00,A,1763
2553,6289,2025-09-16 03:48:00,A,2148
2554,6290,2026-08-19 17:44:00,C,4009
2555,6292,2026-07-30 05:14:00,A,6344
2556,6293,2026-05-09 23:54:00,C,1530
2557,6294,2025-07-18 11:23:00,B,7921
2558,6297,2024-05-04 06:29:00,A,3073
2559,6299,2024-11-22 03:55:00,A,6526
2560,6300,2024-08-03 20:45:00,B,528
2561,6301,2024-07-12 07:12:00,A,1847
2562,6304,2026-08-25 01:04:00,B,6282
2563,6306,2025-05-18 12:50:00,C,3120
2564,6308,2025-02-25 13:14:00,B,417
2565,6309,2024-04-12 22:59:00,C,4488
2566,6312,2025-07-26 17:45:00,A,2856
2567,6314,2025-09-07 13:30:00,A,6780
2568,6316,2025-03-31 03:11:00,A,187
2569,6317,2025-04-24 15:48:00,C,309
2570,6318,2025-02-06 18:26:00,C,5456
2571,6322,2025-01-16 20:46:00,C,6282
2572,6326,2024-09-12 22:20:00,A,6139
2573,6327,2024-12-16 10:27:00,A,1479
2574,6328,2025-10-03 07:53:00,A,492
2575,6336,2024-09-06 15:39:00,A,2280
2576,6341,2026-06-12 15:17:00,C,5287
2577,6342,2025-04-07 01:30:00,A,5351
2578,6344,2024-07-26 05:30:00,A,5624
2579,6348,2026-01-26 01:33:00,B,7891
2580,6350,2024-07-15 06:00:00,B,2562
2581,6351,2025-06-09 22:40:00,C,7782
2582,6359,2025-05-30 02:45:00,A,1366
2583,6361,2024-07-20 13:20:00,C,5324
2584,6367,2026-04-13 05:49:00,C,7418
2585,6370,2026-07-08 15:18:00,A,5245
2586,6372,2024-05-09 09:14:00,A,4807
2587,6375,2025-02-19 11:45:00,A,7211
2588,6384,2025-07-10 06:45:00,A,7390
2589,6386,2025-06-21 11:31:00,A,5980
2590,6389,2025-05-20 12:29:00,A,6144
2591,6394,2024-11-06 22:37:00,A,2683
2592,6402,2024-03-04 05:05:00,C,4234
2593,6403,2026-08-29 01:54:00,B,5209
2594,6405,2024-08-05 21:10:00,B,5230
2595,6406,2025-02-12 22:53:00,A,4909
2596,6411,2025-08-10 12:45:00,A,980
2597,6416,2026-05-30 03:37:00,B,4943
2598,6418,2026-01-31 19:20:00,A,5740
2599,6419,2024-05-18 16:04:00,C,4095
2600,6420,2025-05-31 17:57:00,A,5998
2601,6421,2026-03-08 08:26:00,A,7772
2602,6423,2024-12-11 12:09:00,A,6960
2603,6425,2025-11-20 01:15:00,A,5464
2604,6426,2026-02-26 05:36:00,A,1668
2605,6427,2026-02-28 20:23:00,C,1958
2606,6428,2024-11-24 14:13:00,C,1683
2607,6433,2025-08-13 17:05:00,A,4149
2608,6436,2025-08-05 07:12:00,C,3822
2609,6440,2025-09-18 20:54:00,C,4556
2610,6443,2026-03-08 19:08:00,A,7825
2611,6449,2026-05-07 12:58:00,C,4346
2612,6450,2025-05-13 06:09:00,A,5112
2613,6454,2024-12-02 23:46:00,A,6685
2614,6458,2025-06-27 13:51:00,A,2994
2615,6461,2025-06-09 10:08:00,B,3023
2616,6462,2025-02-24 11:11:00,C,1282
2617,6464,2025-08-08 04:22:00,B,5936
2618,6465,2026-08-18 04:47:00,A,2311
2619,6466,2026-02-11 18:52:00,A,1937
2620,6467,2025-08-20 15:29:00,A,729
2621,6469,2026-02-06 00:44:00,A,6977
2622,6471,2025-10-27 14:40:00,A,7645
2623,6473,2024-10-08 08:44:00,A,322
2624,6474,2024-07-13 14:09:00,A,4441
2625,6478,2026-08-11 08:30:00,A,571
2626,6482,2026-04-19 04:19:00,A,4263
2627,6484,2024-04-27 01:34:00,A,6675
2628,6485,2024-08-11 22:37:00,A,2888
2629,6487,2025-11-21 02:47:00,A,5457
2630,6494,2024-03-30 21:40:00,A,3342
2631,6499,2026-08-17 21:51:00,B,6993
2632,6501,2026-01-23 08:12:00,C,587
2633,6506,2025-10-30 12:47:00,A,2068
2634,6507,2025-05-01 22:31:00,C,2230
2635,6510,2026-07-21 09:06:00,A,6951
2636,6512,2025-10-22 06:02:00,C,4871
2637,6513,2025-09-18 07:35:00,A,4208
2638,6515,2025-08-24 20:16:00,A,2378
2639,6519,2024-09-11 06:13:00,C,182
2640,6520,2025-09-03 08:20:00,A,4966
2641,6522,2026-05-15 06:58:00,A,3280
2642,6526,2024-09-09 19:41:00,A,7472
2643,6527,2026-09-14 15:46:00,A,6780
2644,6530,2024-06-24 10:24:00,C,7860
2645,6531,2026-05-31 11:43:00,A,4161
2646,6533,2024-10-30 17:15:00,C,2511
2647,6535,2025-01-08 04:21:00,A,128
2648,6538,2026-06-26 22:50:00,A,1069
2649,6541,2024-08-05 19:42:00,A,1183
2650,6542,2026-08-26 15:00:00,A,7926
2651,6545,2024-05-19 10:46:00,A,176
2652,6551,2026-05-24 05:15:00,A,2417
2653,6553,2026-04-01 03:51:00,A,7149
2654,6557,2025-10-16 07:55:00,C,3189
2655,6561,2024-05-16 17:22:00,A,5333
2656,6562,2025-06-10 20:22:00,A,30
2657,6563,2025-10-22 08:10:00,B,5807
2658,6564,2025-05-27 01:15:00,A,3631
2659,6566,2024-06-19 10:16:00,A,1661
2660,6569,2025-03-06 05:20:00,A,260
2661,6571,2024-04-08 06:32:00,A,2191
2662,6576,2025-12-16 09:06:00,A,6561
2663,6577,2025-11-05 12:17:00,A,5013
2664,6578,2026-03-04 02:47:00,B,3541
2665,6579,2025-11-30 06:28:00,A,7061
2666,6585,2025-10-06 21:46:00,A,1023
2667,6587,2024-08-31 10:00:00,C,7536
2668,6588,2025-08-03 03:50:00,A,6860
2669,6590,2026-08-25 22:28:00,A,7124
2670,6591,2024-08-22 18:06:00,A,6152
2671,6595,2024-10-09 05:18:00,C,7653
2672,6597,2024-03-26 09:32:00,B,5157
2673,6600,2025-08-18 19:06:00,A,3205
2674,6601,2025-09-19 03:46:00,C,4266
2675,6605,2025-01-05 13:56:00,A,6244
2676,6609,2025-01-03 15:33:00,A,5640
2677,6611,2025-04-12 21:53:00,A,7228
2678,6613,2024-04-13 04:26:00,A,214
2679,6616,2024-06-16 10:06:00,A,5590
2680,6620,2026-02-04 21:04:00,A,746
2681,6624,2024-03-20 16:08:00,C,657
2682,6625,2026-06-15 01:03:00,C,3846
2683,6630,2024-06-28 13:45:00,A,7473
2684,6631,2025-05-18 06:07:00,A,5214
2685,6632,2024-10-04 18:31:00,A,3185
2686,6636,2025-10-23 04:13:00,A,4665
2687,6637,2025-01-24 07:51:00,C,2878
2688,6639,2024-06-06 18:01:00,A,4226
2689,6640,2026-04-26 08:41:00,A,1380
2690,6641,2025-05-28 05:53:00,A,3619
2691,6642,2025-03-25 06:24:00,B,7506
2692,6643,2026-01-03 02:26:00,A,6157
2693,6645,2024-07-08 12:31:00,C,6806
2694,6648,2025-11-17 02:37:00,C,2399
2695,6650,2026-09-21 11:23:00,A,6551
2696,6656,2026-08-30 18:08:00,A,7450
2697,6657,2024-11-02 12:47:00,B,6661
2698,6659,2025-09-06 15:48:00,A,4734
2699,6660,2024-06-06 10:37:00,B,3601
2700,6661,2024-07-15 01:14:00,C,416
2701,6662,2025-07-25 16:29:00,A,7148
2702,6663,2026-07-18 23:35:00,A,2436
2703,6667,2026-06-01 03:20:00,A,7557
2704,6673,2025-12-24 19:04:00,C,6963
2705,6675,2025-06-09 04:51:00,A,2712
2706,6676,2024-04-30 20:01:00,A,2077
2707,6677,2024-03-05 18:54:00,C,5185
2708,6678,2025-10-28 11:00:00,A,796
2709,6680,2025-02-12 01:12:00,B,3069
2710,6684,2025-04-10 16:36:00,A,460
2711,6688,2026-05-23 15:40:00,C,7493
2712,6690,2025-10-20 13:32:00,A,459
2713,6691,2025-06-21 20:15:00,A,2006
2714,6701,2024-05-22 07:17:00,B,4800
2715,6703,2026-10-13 21:00:00,A,7131
2716,6704,2025-09-27 00:48:00,C,6309
2717,6707,2026-06-15 07:33:00,C,3216
2718,6708,2026-05-06 19:01:00,A,2175
2719,6711,2024-12-23 12:41:00,A,152
2720,6716,2025-07-13 07:44:00,C,5060
2721,6718,2026-04-09 20:10:00,A,2514
2722,6719,2024-04-23 05:37:00,B,7076
2723,6720,2024-10-17 21:45:00,A,2048
2724,6721,2026-07-14 22:53:00,C,5416
2725,6722,2024-12-06 01:51:00,A,668
2726,6724,2026-08-29 18:48:00,B,7367
2727,6725,2026-08-30 08:56:00,C,10
2728,6727,2025-04-05 06:25:00,B,7453
2729,6730,2025-12-25 18:05:00,C,4797
2730,6736,2025-11-17 06:44:00,B,6214
2731,6742,2026-06-26 15:12:00,C,5873
2732,6745,2025-07-10 16:21:00,A,116
2733,6750,2025-09-12 00:39:00,A,2519
2734,6753,2026-01-05 21:17:00,A,3233
2735,6754,2024-09-05 19:28:00,C,665
2736,6756,2026-03-04 03:23:00,A,6177
2737,6759,2025-05-03 15:23:00,B,2744
2738,6761,2025-09-01 07:27:00,A,4275
2739,6762,2024-07-25 11:43:00,B,2215
2740,6763,2024-09-24 17:11:00,C,5406
2741,6765,2026-04-21 21:53:00,A,901
2742,6767,2024-03-27 02:27:00,B,3492
2743,6768,2024-04-29 19:42:00,A,5854
2744,6772,2025-03-04 10:04:00,A,6505
2745,6773,2025-11-07 14:35:00,C,954
2746,6774,2026-06-28 16:47:00,A,7855
2747,6776,2024-09-10 01:32:00,B,5178
2748,6778,2025-06-19 11:30:00,B,4207
2749,6779,2025-05-11 01:27:00,A,7965
2750,6783,2024-12-18 05:06:00,C,5932
2751,6784,2026-03-09 07:22:00,A,2295
2752,6786,2025-04-25 13:19:00,A,2139
2753,6787,2024-03-28 10:57:00,C,7742
2754,6793,2026-01-31 00:50:00,B,1828
2755,6794,2026-06-04 21:48:00,C,1142
2756,6796,2024-10-26 03:58:00,B,156
2757,6799,2025-10-15 14:59:00,B,7098
2758,6801,2025-07-23 21:02:00,A,5405
2759,6806,2024-08-09 21:29:00,B,7687
2760,6808,2024-12-26 11:55:00,A,7149
2761,6809,2026-06-09 21:03:00,A,294
2762,6811,2024-08-22 12:42:00,A,1328
2763,6813,2026-07-06 18:54:00,B,7752
2764,6815,2024-09-27 21:25:00,C,1467
2765,6817,2024-08-21 20:16:00,A,2144
2766,6820,2025-03-16 10:23:00,A,2398
2767,6821,2025-04-01 07:52:00,A,2279
2768,6822,2025-09-27 19:11:00,A,366
2769,6829,2024-09-19 18:30:00,A,3085
2770,6833,2024-07-15 14:13:00,C,7128
2771,6834,2024-06-10 19:23:00,A,4858
2772,6835,2024-11-26 03:29:00,A,6248
2773,6837,2024-04-05 08:56:00,A,1469
2774,6842,2025-01-16 00:44:00,A,5523
2775,6846,2024-03-01 17:38:00,A,4673
2776,6847,2024-10-06 14:45:00,B,2700
2777,6848,2025-05-12 13:10:00,A,2779
2778,6849,2024-04-14 12:35:00,A,6357
2779,6851,2025-09-24 22:00:00,B,5674
2780,6853,2025-04-12 03:00:00,C,5418
2781,6856,2026-10-07 11:13:00,A,1235
2782,6858,2025-08-25 06:06:00,A,1097
2783,6862,2025-12-03 07:51:00,B,3145
2784,6864,2024-03-22 22:27:00,B,3549
2785,6865,2024-06-26 12:31:00,A,6996
2786,6866,2025-02-10 21:13:00,C,2769
2787,6868,2024-09-23 01:58:00,A,3888
2788,6870,2026-04-12 04:42:00,C,1289
2789,6873,2024-06-04 23:43:00,A,1361
2790,6876,2025-03-25 12:56:00,C,4978
2791,6880,2024-10-27 17:04:00,C,4800
2792,6881,2025-05-26 18:51:00,A,2812
2793,6883,2024-05-27 14:04:00,A,7003
2794,6886,2025-11-16 00:31:00,A,4744
2795,6887,2026-05-21 20:25:00,A,4132
2796,6888,2024-06-15 06:51:00,C,7497
2797,6889,2025-03-29 05:57:00,A,7859
2798,6890,2025-12-11 13:29:00,A,1542
2799,6891,2026-03-02 12:47:00,C,3243
2800,6892,2025-09-25 00:32:00,A,3380
2801,6894,2025-07-09 21:46:00,A,5146
2802,6895,2026-05-05 12:48:00,A,2785
2803,6897,2024-12-24 01:41:00,B,5235
2804,6899,2024-04-17 07:43:00,B,616
2805,6902,2026-09-05 22:59:00,A,2537
2806,6903,2026-04-14 22:25:00,C,1690
2807,6905,2024-08-07 15:09:00,A,1107
2808,6906,2024-12-29 12:06:00,A,982
2809,6916,2026-06-13 13:13:00,A,1906
2810,6919,2024-05-07 11:48:00,B,4589
2811,6921,2025-01-18 09:00:00,A,3981
2812,6923,2025-09-10 21:03:00,B,259
2813,6925,2024-05-20 09:51:00,A,5342
2814,6927,2025-05-09 04:47:00,A,6143
2815,6928,2026-03-15 00:37:00,A,3418
2816,6931,2025-10-23 20:22:00,B,1650
2817,6932,2024-06-05 04:23:00,A,5214
2818,6938,2024-08-05 08:50:00,C,4791
2819,6942,2025-03-07 12:14:00,C,4807
2820,6946,2025-08-01 18:41:00,C,1382
2821,6948,2026-03-28 04:22:00,A,3467
2822,6949,2026-04-23 05:46:00,C,7661
2823,6950,2025-03-27 10:41:00,A,2390
2824,6953,2025-03-28 16:45:00,B,5732
2825,6956,2026-05-31 02:30:00,A,5393
2826,6957,2025-04-28 09:12:00,A,2548
2827,6958,2026-04-15 22:53:00,A,5345
2828,6963,2024-03-08 19:59:00,C,3535
2829,6966,2025-06-18 03:59:00,B,2473
2830,6967,2024-11-23 04:59:00,A,3878
2831,6969,2025-11-24 00:19:00,A,758
2832,6970,2026-04-30 15:52:00,A,1528
2833,6973,2025-11-10 00:23:00,B,7708
2834,6975,2026-07-20 07:27:00,B,203
2835,6977,2026-05-02 04:26:00,B,2603
2836,6978,2026-04-06 06:46:00,A,1547
2837,6980,2024-07-09 20:19:00,A,1502
2838,6981,2024-12-04 01:43:00,A,5940
2839,6983,2025-05-06 22:58:00,C,7192
2840,6984,2024-09-17 05:50:00,B,893
2841,6990,2026-03-23 20:16:00,A,6783
2842,6993,2025-04-29 05:20:00,A,2163
2843,6995,2026-08-06 16:16:00,A,3597
2844,6997,2024-10-16 11:54:00,B,2859
2845,7001,2026-04-11 22:39:00,A,5493
2846,7006,2024-05-13 06:50:00,B,6328
2847,7007,2026-08-02 22:18:00,A,4990
2848,7009,2024-08-21 10:44:00,C,1044
2849,7017,2024-11-19 15:33:00,B,1494
2850,7022,2025-05-07 18:58:00,B,2169
2851,7025,2025-02-10 21:45:00,A,6687
2852,7026,2024-05-05 11:26:00,A,1834
2853,7027,2026-07-22 21:03:00,A,6241
2854,7031,2025-07-04 04:46:00,B,5482
2855,7033,2025-03-13 18:10:00,A,2767
2856,7035,2024-05-09 09:12:00,C,5391
2857,7037,2024-11-22 13:57:00,A,7878
2858,7040,2024-09-30 05:58:00,C,6819
2859,7045,2025-01-08 21:38:00,C,5059
2860,7048,2025-04-18 02:05:00,B,6036
2861,7049,2025-10-28 12:26:00,A,7076
2862,7052,2025-11-17 23:29:00,C,5453
2863,7053,2024-05-23 15:08:00,A,7625
2864,7055,2026-01-27 08:40:00,A,5341
2865,7056,2026-01-08 22:21:00,A,4907
2866,7057,2025-07-12 14:28:00,A,38
2867,7059,2026-07-03 18:46:00,C,884
2868,7060,2024-07-18 18:36:00,C,4230
2869,7064,2025-06-25 15:36:00,C,5262
2870,7066,2026-06-29 03:38:00,A,4200
2871,7067,2024-07-11 07:39:00,B,2500
2872,7069,2025-04-23 02:14:00,A,1858
2873,7071,2025-06-09 13:17:00,A,453
2874,7072,2026-01-01 04:02:00,A,2993
2875,7074,2025-07-24 01:21:00,A,6967
2876,7076,2025-07-25 00:09:00,B,4082
2877,7077,2025-12-09 12:07:00,A,1807
2878,7078,2024-06-26 10:55:00,A,1151
2879,7079,2026-06-25 13:26:00,A,6919
2880,7080,2024-07-17 21:04:00,A,7729
2881,7081,2026-03-16 16:18:00,B,7245
2882,7082,2026-04-16 01:40:00,A,3073
2883,7083,2024-09-08 23:25:00,A,7866
2884,7086,2026-07-22 05:36:00,A,1193
2885,7087,2024-08-22 06:44:00,A,3996
2886,7094,2025-10-15 14:29:00,B,2746
2887,7095,2025-07-15 11:05:00,A,5660
2888,7096,2025-09-24 03:38:00,A,4438
2889,7098,2025-02-08 05:34:00,A,3348
2890,7101,2026-04-30 23:43:00,C,1250
2891,7102,2025-08-24 05:11:00,C,3277
2892,7109,2024-08-05 14:18:00,A,3767
2893,7111,2026-05-09 16:07:00,A,3286
2894,7115,2025-10-11 21:08:00,A,1680
2895,7116,2026-02-19 20:41:00,A,6471
2896,7118,2026-04-10 06:26:00,C,2870
2897,7119,2024-05-26 05:21:00,C,7551
2898,7120,2024-03-25 15:32:00,A,904
2899,7124,2024-12-03 21:38:00,B,4145
2900,7125,2024-07-30 12:10:00,B,3208
2901,7126,2026-08-05 13:04:00,B,793
2902,7131,2026-02-01 23:45:00,B,3660
2903,7144,2024-10-07 04:39:00,A,2701
2904,7145,2025-01-04 14:47:00,C,3359
2905,7146,2025-08-28 04:41:00,C,5873
2906,7150,2024-06-25 18:01:00,B,290
2907,7152,2024-03-27 05:15:00,A,3993
2908,7159,2024-05-20 06:50:00,A,61
2909,7160,2024-11-19 13:48:00,C,6503
2910,7161,2024-12-18 18:44:00,A,2134
2911,7162,2024-04-18 21:57:00,A,4468
2912,7164,2026-05-06 16:53:00,A,5990
2913,7165,2024-04-02 10:17:00,A,1132
2914,7168,2026-03-01 06:05:00,B,3286
2915,7169,2025-12-17 16:01:00,A,407
2916,7170,2025-04-18 13:26:00,A,1262
2917,7173,2025-09-21 07:17:00,A,7678
2918,7176,2026-01-08 22:46:00,C,4444
2919,7177,2025-02-04 21:23:00,C,4659
2920,7178,2026-02-08 13:34:00,B,5672
2921,7180,2025-05-12 04:57:00,A,6165
2922,7181,2026-08-10 22:54:00,B,4258
2923,7186,2025-12-03 10:48:00,C,5559
2924,7187,2025-09-05 11:48:00,B,2973
2925,7190,2026-01-13 00:06:00,A,3128
2926,7192,2026-04-28 02:16:00,A,2138
2927,7193,2026-05-13 13:38:00,C,7666
2928,7196,2025-10-17 06:09:00,C,4131
2929,7197,2024-05-31 11:06:00,A,4736
2930,7198,2024-12-31 07:01:00,B,4651
2931,7200,2026-05-23 09:41:00,A,2709
2932,7201,2024-09-17 17:58:00,C,1973
2933,7204,2025-07-22 14:21:00,A,280
2934,7209,2024-12-25 02:03:00,A,6946
2935,7210,2026-04-19 20:21:00,C,7515
2936,7212,2026-04-06 21:17:00,B,2551
2937,7216,2025-10-06 13:45:00,C,828
2938,7220,2024-05-24 10:54:00,A,160
2939,7223,2024-11-02 22:41:00,A,2807
2940,7224,2025-12-27 20:50:00,A,4727
2941,7226,2024-07-24 21:30:00,B,6573
2942,7227,2025-03-19 13:33:00,B,5361
2943,7228,2026-09-08 21:03:00,A,3658
2944,7229,2025-09-01 12:27:00,C,4101
2945,7230,2026-05-28 08:24:00,B,526
2946,7232,2024-05-10 21:02:00,B,1202
2947,7233,2025-12-31 19:04:00,A,2474
2948,7234,2025-12-19 22:30:00,A,6350
2949,7239,2025-02-11 11:18:00,A,7221
2950,7240,2024-07-22 07:50:00,A,5993
2951,7241,2024-06-13 21:58:00,A,1509
2952,7242,2026-01-06 19:32:00,C,2488
2953,7243,2024-08-31 04:27:00,A,6855
2954,7245,2024-08-04 19:51:00,A,858
2955,7246,2025-08-10 21:37:00,A,307
2956,7247,2024-04-05 04:18:00,C,7728
2957,7248,2026-04-11 17:42:00,A,7833
2958,7249,2024-09-12 08:24:00,A,7840
2959,7250,2025-04-06 08:33:00,A,5708
2960,7251,2024-07-10 09:50:00,C,3697
2961,7253,2025-01-13 18:29:00,C,7482
2962,7254,2025-08-08 06:02:00,A,1971
2963,7255,2024-08-01 23:59:00,A,2268
2964,7259,2024-06-05 22:21:00,A,4266
2965,7264,2026-04-09 05:50:00,A,2391
2966,7267,2026-07-16 23:01:00,A,7519
2967,7268,2024-06-30 01:28:00,A,2642
2968,7272,2026-07-04 00:00:00,B,5651
2969,7274,2025-07-30 00:32:00,C,481
2970,7276,2025-02-08 07:02:00,B,7796
2971,7277,2026-06-17 23:30:00,A,957
2972,7278,2026-01-17 00:49:00,A,5863
2973,7279,2024-08-30 08:37:00,A,6736
2974,7281,2024-07-30 18:33:00,C,6290
2975,7286,2024-06-20 04:42:00,A,1429
2976,7287,2025-12-13 23:33:00,A,7424
2977,7296,2024-07-17 22:33:00,A,2969
2978,7299,2024-11-16 14:26:00,C,2494
2979,7300,2025-10-25 17:24:00,A,7262
2980,7303,2025-08-23 11:50:00,B,7178
2981,7307,2024-10-23 11:39:00,A,7335
2982,7308,2025-08-02 13:00:00,A,1110
2983,7312,2024-10-23 02:48:00,A,531
2984,7315,2026-04-30 04:45:00,C,1304
2985,7316,2025-05-16 02:32:00,A,3703
2986,7326,2025-11-15 06:23:00,A,3440
2987,7329,2025-03-29 05:32:00,B,1568
2988,7330,2025-10-06 23:43:00,A,7376
2989,7332,2024-09-18 05:36:00,A,6833
2990,7333,2026-07-28 15:57:00,A,1288
2991,7336,2024-09-08 17:19:00,C,1998
2992,7341,2025-03-25 17:33:00,A,4909
2993,7342,2024-02-28 14:18:00,C,535
2994,7343,2026-06-17 00:59:00,A,6804
2995,7348,2024-12-07 06:20:00,A,1933
2996,7349,2024-05-22 11:11:00,C,2758
2997,7351,2026-03-28 05:47:00,B,3973
2998,7352,2025-07-12 08:07:00,A,6727
2999,7353,2026-03-12 14:58:00,A,6410
3000,7358,2024-08-25 13:26:00,A,3355
3001,7360,2026-08-05 10:56:00,A,5144
3002,7362,2025-09-22 00:32:00,A,2603
3003,7363,2024-12-28 04:05:00,B,7837
3004,7365,2025-04-26 00:50:00,B,3309
3005,7366,2024-05-06 20:14:00,A,622
3006,7368,2025-02-18 03:57:00,A,2116
3007,7373,2026-07-07 14:00:00,A,7731
3008,7374,2024-10-11 08:44:00,A,1213
3009,7381,2026-06-02 08:50:00,A,3266
3010,7384,2026-01-24 13:32:00,A,6904
3011,7386,2025-08-27 16:15:00,C,2551
3012,7387,2025-08-02 03:41:00,A,1569
3013,7393,2024-09-05 05:07:00,A,5989
3014,7394,2025-04-01 20:05:00,A,283
3015,7396,2026-01-25 07:29:00,A,5520
3016,7399,2025-08-30 13:06:00,A,6866
3017,7402,2026-05-19 23:07:00,A,4887
3018,7403,2026-01-20 17:38:00,C,6053
3019,7407,2025-04-28 21:30:00,A,7113
3020,7410,2024-11-20 05:03:00,A,4975
3021,7413,2025-10-03 06:33:00,C,7814
3022,7414,2025-04-16 15:35:00,A,5034
3023,7417,2024-04-11 22:58:00,A,3062
3024,7418,2026-06-18 23:42:00,A,5609
3025,7421,2024-04-22 18:48:00,C,1054
3026,7425,2026-03-16 14:28:00,A,6412
3027,7426,2024-09-05 22:20:00,A,5911
3028,7429,2025-05-13 09:38:00,A,5314
3029,7430,2026-07-06 00:28:00,A,3497
3030,7437,2025-04-26 03:50:00,C,3440
3031,7438,2024-06-11 06:34:00,A,6356
3032,7442,2025-05-13 07:04:00,A,374
3033,7445,2025-12-24 08:45:00,A,925
3034,7450,2025-10-17 21:02:00,B,4823
3035,7454,2025-01-10 10:22:00,B,6031
3036,7456,2025-01-30 09:35:00,C,6648
3037,7459,2026-01-03 09:18:00,A,4873
3038,7460,2025-06-06 22:49:00,B,2382
3039,7461,2025-10-08 18:11:00,B,56
3040,7463,2026-02-16 23:38:00,A,4791
